"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CFX","Colfax Corporation","25.07","2947189438.98","n/a","2008","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/cfx",
"CFXA","Colfax Corporation","115.56","0","n/a","2019","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/cfxa",
"CL","Colgate-Palmolive Company","71.2","61126261948","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/cl",
"CCH","Collier Creek Holdings","10.03","560426250","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/cch",
"CCH.U","Collier Creek Holdings","n/a","0","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/cch.u",
"CCH.WS","Collier Creek Holdings","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cch.ws",
"CXE","Colonial High Income Municipal Trust","5.05","159136135.3","n/a","1989","n/a","n/a","https://www.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.59","51062323.97","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.49","86456225.05","n/a","1989","n/a","n/a","https://www.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.56","129141872.16","n/a","1987","n/a","n/a","https://www.nasdaq.com/symbol/cmu",
"CLNY","Colony Capital, Inc.","5.12","2487227591.68","n/a","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/clny",
"CLNY^B","Colony Capital, Inc.","24.48","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^b",
"CLNY^E","Colony Capital, Inc.","24.44","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^e",
"CLNY^G","Colony Capital, Inc.","21.53","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^g",
"CLNY^H","Colony Capital, Inc.","20.49","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^h",
"CLNY^I","Colony Capital, Inc.","20.67","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^i",
"CLNY^J","Colony Capital, Inc.","20.5","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^j",
"CLNC","Colony Credit Real Estate, Inc.","15.86","2038220620.8","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/clnc",
"CXP","Columbia Property Trust, Inc.","22.15","2588884579.75","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","20.12","319448117.16","n/a","2009","n/a","n/a","https://www.nasdaq.com/symbol/stk",
"CCZ","Comcast Corporation","49.51","0","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/ccz",
"CMA","Comerica Incorporated","72.42","11164327815.54","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cma",
"FIX","Comfort Systems USA, Inc.","49.27","1818285404.78","n/a","1997","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/fix",
"CMC","Commercial Metals Company","14.71","1734618939.7","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/cmc",
"CBU","Community Bank System, Inc.","64","3297858816","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbu",
"CYH","Community Health Systems, Inc.","3.14","370717644.16","n/a","2000","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cyh",
"CHCT","Community Healthcare Trust Incorporated","37.95","715842956.4","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/chct",
"CIG","Comp En De Mn Cemig ADS","3.32","4843058635.32","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","20.57","5484393887.72","n/a","1997","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","10.05","6869274183.45","n/a","2002","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","10.98","3004742880","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","26.31","4860810281.16","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified Holdings","16.18","969182000","n/a","2006","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/codi",
"CODI^A","Compass Diversified Holdings","21.18","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/codi^a",
"CODI^B","Compass Diversified Holdings","21.97","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/codi^b",
"CMP","Compass Minerals International, Inc.","52.53","1779798189.21","n/a","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/cmp",
"CRK","Comstock Resources, Inc.","5.07","536751084.48","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crk",
"CAG","ConAgra Brands, Inc.","28.83","14008920109.08","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/cag",
"CXO","Concho Resources Inc.","101.23","20306133150.75","n/a","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cxo",
"CCM","Concord Medical Services Holdings Limited","2.5","108409980","n/a","2009","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/ccm",
"CNDT","Conduent Incorporated","9.22","1939943421.42","n/a","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cndt",
"COP","ConocoPhillips","59.88","67674934987.8","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cop",
"CCR","CONSOL Coal Resources LP","16.3883","452854059.0378","n/a","2015","Energy","Coal Mining","https://www.nasdaq.com/symbol/ccr",
"ED","Consolidated Edison Inc","88.14","28830754062.24","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ed",
"STZ","Constellation Brands Inc","198.68","38017380449.48","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stz.b",
"CSTM","Constellium N.V.","8.94","1215834582.36","n/a","2013","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/cstm",
"TCS","Container Store (The)","7.65","368288740.35","n/a","2013","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/tcs",
"CBPX","Continental Building Products, Inc.","24.02","833987875.22","n/a","2014","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cbpx",
"CLR","Continental Resources, Inc.","38.47","14493409002.5","n/a","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/clr",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","9.26","922996815.32","n/a","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/vlrs",
"CTRA","Contura Energy, Inc.","54.96","1054521532.08","n/a","2018","Energy","Coal Mining","https://www.nasdaq.com/symbol/ctra",
"CTB","Cooper Tire & Rubber Company","28.97","1452855639.5","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","39.39","690206233.08","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cps",
"CTK","CooTek (Cayman) Inc.","9.01","573113702.24","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ctk",
"CPA","Copa Holdings, S.A.","92","3888253960","n/a","2005","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cpa",
"CLB","Core Laboratories N.V.","50.3","2230973354.1","n/a","1995","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/clb",
"CXW","CoreCivic, Inc.","22.33","2658785916.71","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cxw",
"CLGX","CoreLogic, Inc.","40.92","3301730576.76","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/clgx",
"CORR","CorEnergy Infrastructure Trust, Inc.","39.53","506313719.73","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","25.3899","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/corr^a",
"CPLG","CorePoint Lodging Inc.","12.76","736960396.92","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cplg",
"COR","CoreSite Realty Corporation","118.33","4366170277.49","n/a","2010","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cor",
"CNR","Cornerstone Building Brands, Inc.","5.62","413316054.84","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cnr",
"GLW","Corning Incorporated","29.7","23307200660.7","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/glw",
"CAAP","Corporacion America Airports SA","7.91","1265776092.42","n/a","2018","Transportation","Aerospace","https://www.nasdaq.com/symbol/caap",
"GYC","Corporate Asset Backed Corp CABCO","20.9376","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gyc",
"OFC","Corporate Office Properties Trust","28.14","3149357859.06","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ofc",
"CTVA$","Corteva, Inc.","29","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ctva$",
"CZZ","Cosan Limited","11.66","2852918801.92","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/czz",
"CMRE","Costamare Inc.","5.23","593999791.78","n/a","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cmre",
"CMRE^B","Costamare Inc.","22.75","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmre^b",
"CMRE^C","Costamare Inc.","23.8","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmre^c",
"CMRE^D","Costamare Inc.","24.6103","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmre^d",
"CMRE^E","Costamare Inc.","25.07","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmre^e",
"COT","Cott Corporation","13.29","1807402708.26","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/cot",
"COTY","Coty Inc.","13.08","9828286951.8","n/a","2013","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/coty",
"CUZ","Cousins Properties Incorporated","9.13","3839957337.92","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cuz",
"CVA","Covanta Holding Corporation","17","2234405336","n/a","n/a","Basic Industries","Electric Utilities: Central","https://www.nasdaq.com/symbol/cva",
"CVIA","Covia Holdings Corporation","3.01","395654708.47","n/a","2018","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/cvia",
"CPF","CPB Inc.","28.89","827107439.49","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cpf",
"CPL","CPFL Energia S.A.","14.82","7542748267.86","n/a","2004","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cpl",
"CR","Crane Co.","80.52","4822189812","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/cr",
"CRD.A","Crawford & Company","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crd.a",
"CRD.B","Crawford & Company","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crd.b",
"BAP","Credicorp Ltd.","221.08","17633561880","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bap",
"CS","Credit Suisse Group","11.64","29190792000","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cs",
"CPG","Crescent Point Energy Corporation","3.49","1917283406.77","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cpg",
"CEQP","Crestwood Equity Partners LP","35.01","2530436500.35","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ceqp",
"CRH","CRH PLC","31.83","25644390477.3","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/crh",
"CRT","Cross Timbers Royalty Trust","12.1","72600000","n/a","1992","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","15.56","535950398.28","n/a","2012","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/capl",
"CCI","Crown Castle International Corporation","127.83","53144202070.05","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cci",
"CCI^A","Crown Castle International Corporation","1176.91","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cci^a",
"CCK","Crown Holdings, Inc.","60.03","8124381920.88","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/cck",
"CRY","CryoLife, Inc.","28.33","1057721429.21","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cry",
"CSS","CSS Industries, Inc.","6.4","56549760","n/a","n/a","Consumer Services","Consumer: Greeting Cards","https://www.nasdaq.com/symbol/css",
"CTS","CTS Corporation","27.42","900898029.36","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","33.76","6362784909.92","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cube",
"CUB","Cubic Corporation","58.73","1829873984.54","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cub",
"CFR","Cullen/Frost Bankers, Inc.","96.49","6084950992.78","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cfr",
"CFR^A","Cullen/Frost Bankers, Inc.","26.27","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cfr^a",
"CULP","Culp, Inc.","18.39","227455115.07","n/a","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/culp",
"CMI","Cummins Inc.","159.92","25186164138.24","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cmi",
"CURO","CURO Group Holdings Corp.","9.8","455137754.4","n/a","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/curo",
"CW","Curtiss-Wright Corporation","115.26","4930003647.18","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cw",
"SRF","Cushing Energy Income Fund (The)","7.23","17894170.47","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/srf",
"SRV","Cushing MLP & Infrastructure Total Return Fund","10.04","67612392.08","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srv",
"SZC","Cushing Renaissance Fund (The)","15.34","119730893.62","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/szc",
"CWK","Cushman & Wakefield plc","17.6","3815218756.8","n/a","2018","Finance","Real Estate","https://www.nasdaq.com/symbol/cwk",
"CUBI","Customers Bancorp, Inc","20.57","640671080.72","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cubi",
"CUBI^C","Customers Bancorp, Inc","25.8777","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^c",
"CUBI^D","Customers Bancorp, Inc","26.21","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^d",
"CUBI^E","Customers Bancorp, Inc","26.0154","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^e",
"CUBI^F","Customers Bancorp, Inc","25.319","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^f",
"CVI","CVR Energy Inc.","44.38","4461547983.62","n/a","2007","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","3.78","428209637.94","n/a","2011","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/uan",
"CVS","CVS Health Corporation","53.07","68942817747","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cvs",
"CELP","Cypress Energy Partners, L.P.","7.55","90999447.85","n/a","2014","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/celp",
"DHI","D.R. Horton, Inc.","44.63","16654887903.32","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/dhi",
"DAN","Dana Incorporated","15.37","2211939459.34","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","132.04","94531879013.96","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dhr",
"DHR^A","Danaher Corporation","1050.97","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dhr^a",
"DAC","Danaos Corporation","12.38","188639705.28","n/a","2006","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dac",
"DQ","DAQO New Energy Corp.","36.56","485560306.4","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","120.13","14773083094.26","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dri",
"DAR","Darling Ingredients Inc.","19.26","3173062003.56","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/dar",
"DVA","DaVita Inc.","47.56","7913984000","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dva",
"DCP","DCP Midstream LP","31.62","4531693911.36","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/dcp",
"DCP^B","DCP Midstream LP","24.7451","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dcp^b",
"DCP^C","DCP Midstream LP","24.97","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dcp^c",
"DF","Dean Foods Company","1.37","125688908.73","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/df",
"DECK","Deckers Outdoor Corporation","153.46","4470441418.48","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/deck",
"DE","Deere & Company","138.95","44047150000","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/de",
"DEX","Delaware Enhanced Global Dividend","9.66","122326879.08","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/dex",
"DDF","Delaware Investments Dividend & Income Fund, Inc.","13.56","104251436.04","n/a","1993","n/a","n/a","https://www.nasdaq.com/symbol/ddf",
"DKL","Delek Logistics Partners, L.P.","31.42","766880665.1","n/a","2012","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","34.2","2628458202.6","n/a","2017","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/dk",
"DELL","Dell Technologies Inc.","66.12","47509150307.28","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/dell",
"DLPH","Delphi Technologies PLC","17.05","1499670652.15","n/a","2017","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","54.12","35429456078.28","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/dal",
"DLX","Deluxe Corporation","39.45","1721532039.6","n/a","n/a","Consumer Durables","Publishing","https://www.nasdaq.com/symbol/dlx",
"DNR","Denbury Resources Inc.","1.6","737959422.4","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dnr",
"DBI","Designer Brands Inc.","19.09","1443449344.68","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dbi",
"DESP","Despegar.com, Corp.","13.15","910449441.85","n/a","2017","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/desp",
"DKT","Deutsch Bk Contingent Cap Tr V","25.65","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dkt",
"DB","Deutsche Bank AG","7.18","14813776000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/db",
"DXB","Deutsche Bank AG","24.7","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dxb",
"DVN","Devon Energy Corporation","26.99","11206248000","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dvn",
"DHX","DHI Group, Inc.","3.61","198679988.88","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","5.71","810820000","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dht",
"DEO","Diageo plc","169.98","101031530189.1","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/deo",
"DO","Diamond Offshore Drilling, Inc.","8.17","1124932422.59","n/a","1995","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/do",
"DSSI","Diamond S Shipping Inc.","12.35","492650095.6","n/a","2019","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dssi",
"DRH","Diamondrock Hospitality Company","10.57","2129310423.03","n/a","2005","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","3.22","340561210.22","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","24.14","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dsx^b",
"DKS","Dick&#39;s Sporting Goods Inc","36.65","3482118625.7","n/a","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","9.21","705416492.13","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","119.98","24989785941.4","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dlr",
"DLR^C","Digital Realty Trust, Inc.","27.06","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^c",
"DLR^G","Digital Realty Trust, Inc.","25.38","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^g",
"DLR^I","Digital Realty Trust, Inc.","26.05","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^i",
"DLR^J","Digital Realty Trust, Inc.","24.94","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^j",
"DLR^K","Digital Realty Trust, Inc.","25.78","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^k",
"DDS","Dillard&#39;s, Inc.","56.61","1477521000","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","26.59","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/ddt",
"DIN","Dine Brands Global, Inc.","88.22","1546941758.12","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/din",
"DPLO","Diplomat Pharmacy, Inc.","5.04","376557027.84","n/a","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","76.9","24894751025.8","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/dfs",
"DNI","Dividend and Income Fund","11.37","140841588.51","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dni",
"DLB","Dolby Laboratories","62.26","4000554091.82","n/a","2005","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","121.96","31609369491.24","n/a","2009","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dg",
"D","Dominion Energy, Inc.","77.72","62359756349.36","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","49.9","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","25.5","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","282.61","11616375722.49","n/a","2004","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","42.64","2771647074.56","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","48.19","6151665536","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/dci",
"DFIN","Donnelley Financial Solutions, Inc.","13.03","445626000","n/a","2016","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dfin",
"LPG","Dorian LPG Ltd.","7.41","408862985.31","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/lpg",
"DSL","DoubleLine Income Solutions Fund","20.08","2035964853.76","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","20.62","307807586.26","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","38.46","876711545.52","n/a","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","40.99","6979962269.85","n/a","2006","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","90.9","13210445823.3","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dov",
"DVD","Dover Motorsports, Inc.","2.09","76495826.66","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/dvd",
"DOW","Dow Inc.","49.2","36842148868.8","n/a","2019","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dow",
"DD$","DowDuPont Inc.","64.55","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dd$",
"DWDP","DowDuPont Inc.","31.08","69817193927.88","n/a","2017","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dwdp",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","38.16","6329365470","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdy",
"DRD","DRDGOLD Limited","1.73","118862883.37","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/drd",
"DCF","Dreyfus Alcentra","9.051","135415396.074","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/dcf",
"DHF","Dreyfus High Yield Strategies Fund","3.06","222485525.28","n/a","1998","n/a","n/a","https://www.nasdaq.com/symbol/dhf",
"DMB","Dreyfus Municipal Bond Infrastructure Fund, Inc.","13.44","247053824.64","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/dmb",
"DSM","Dreyfus Strategic Municipal Bond Fund, Inc.","7.88","389031336.92","n/a","1989","n/a","n/a","https://www.nasdaq.com/symbol/dsm",
